Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CucumberBDDRunFeatureFile,Firefox 63.0,,2018-12-08 00:51:22,2018-12-08 00:51:42,19.799s,PASSED
,,,,,,
Test Cases/TC-CucumberBDDRunFeatureFile,Firefox 63.0,,2018-12-08 00:51:23,2018-12-08 00:51:41,18.223s,PASSED
"runFeatureFolder(""Include/features/SalesforceAutomation.feature"")",Firefox 63.0,,2018-12-08 00:51:23,2018-12-08 00:51:41,17.620s,PASSED
